sample,time,x,y,confidence,handlabeller1,handlabeller2,handlabeller_final,subj_id,stim_id,use_this_saccade,saccade_id,time_sacon,time_sacoff,x_sacon,y_sacon,handlabeller_daccord,dist_sacon,dir_sacon,dataset,pupil_x,pupil_y,time_PSOon,samp_freq,what
49,5784598.066,664.3744,634.5376,NA,3,3,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,54.0120000001043,-16.0070000002161,-9.15179464049277,-2.1742896532881,TRUE,9.40653393329061,193.364594518245,Nystrom,22,23,14.0029999995604,2,PSO
50,5784600.065,668.7274,635.5976,NA,3,3,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,56.0110000008717,-14.0079999994487,-9.01366844947728,-2.14065451373459,TRUE,9.26437373297702,193.35966641296,Nystrom,22,23,16.0020000003278,2,PSO
51,5784602.064,674.161,635.8482,NA,3,3,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,58.0100000007078,-12.0089999996126,-8.84125345487546,-2.13270265904393,TRUE,9.09484377464727,193.561903732211,Nystrom,22,23,18.0010000001639,2,PSO
52,5784604.063,679.3935,636.5344,NA,3,3,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,60.0090000005439,-10.0099999997765,-8.67521961740968,-2.11092866587259,TRUE,8.92835120516058,193.675922066583,Nystrom,21,23,20,2,PSO
53,5784606.064,682.558,636.9424,NA,3,3,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,62.0100000007078,-8.00899999961257,-8.57480603333697,-2.09798231027086,TRUE,8.82773064176528,193.74836477563,Nystrom,21,23,22.0010000001639,2,PSO
54,5784608.063,684.0846,637.5893,NA,3,3,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,64.0090000005439,-6.00999999977648,-8.52636508612717,-2.07745535576411,TRUE,8.77580323031011,193.693349878189,Nystrom,21,23,24,2,PSO
55,5784610.063,685.0378,638.1773,NA,3,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,66.0090000005439,-4.00999999977648,-8.49611884554,-2.05879737269103,FALSE,8.74200675241901,193.621467325911,Nystrom,21,23,26,2,PSO
56,5784612.072,684.3558,638.2075,NA,3,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,68.0180000001565,-2.00100000016391,-8.51775956740367,-2.05783908852639,FALSE,8.76281517335405,193.582054109248,Nystrom,21,23,28.0089999996126,2,PSO
57,5784614.073,683.424,637.8722,NA,3,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,70.0190000003204,0,-8.54732675894703,-2.06847858125497,FALSE,8.79405471698479,193.604196078813,Nystrom,22,23,30.0099999997765,2,PSO
58,5784616.073,683.6777,637.1584,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,72.0190000003204,2,-8.5392765373388,-2.09112835730524,TRUE,8.79159039013255,193.760006264591,Nystrom,21,23,32.0099999997765,2,FIX
59,5784618.072,683.589,637.0288,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,74.0180000001565,3.99899999983609,-8.54209110043162,-2.09524072908461,TRUE,8.7953029556058,193.781665796382,Nystrom,22,23,34.0089999996126,2,FIX
60,5784620.074,684.3801,637.2015,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,76.0200000004843,6.00100000016391,-8.51698849769504,-2.08976073983849,TRUE,8.76961760965893,193.785963403275,Nystrom,21,23,36.0109999999404,2,FIX
61,5784622.074,685.2239,637.103,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,78.0200000004843,8.00100000016391,-8.4902136573599,-2.09288626931587,TRUE,8.74436394964845,193.847658758606,Nystrom,21,23,38.0109999999404,2,FIX
62,5784624.074,685.6785,636.2546,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,80.0200000004843,10.0010000001639,-8.47578862486837,-2.11980707346417,TRUE,8.73685154058124,194.041714381664,Nystrom,22,23,40.0109999999404,2,FIX
63,5784626.075,685.251,635.9139,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,82.0210000006482,12.0020000003278,-8.48935374011283,-2.13061791501688,TRUE,8.75263729538466,194.088823682357,Nystrom,22,23,42.0120000001043,2,FIX
64,5784628.072,684.7201,635.5996,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,84.0180000001565,13.9989999998361,-8.50619986802693,-2.14059105120714,TRUE,8.77140617252043,194.125222926583,Nystrom,21,23,44.0089999996126,2,FIX
65,5784630.073,684.571,636.1881,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,86.0190000003204,16,-8.51093099944904,-2.1219172025022,TRUE,8.7714582078271,193.999390116261,Nystrom,22,23,46.0099999997765,2,FIX
66,5784632.076,685.6005,636.1157,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,88.0220000008121,18.0030000004917,-8.47826366343929,-2.12421454599623,TRUE,8.74032277345733,194.065806958125,Nystrom,22,23,48.0130000002682,2,FIX
67,5784634.078,685.4825,635.8695,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,90.0240000002086,20.0049999998882,-8.48200795255939,-2.13202678312648,TRUE,8.74585599648482,194.109490354207,Nystrom,22,23,50.0149999996647,2,FIX
68,5784636.08,685.1446,635.7567,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,92.0260000005364,22.0070000002161,-8.49272994657367,-2.1356060696752,TRUE,8.75712711054617,194.115101060322,Nystrom,22,23,52.0169999999925,2,FIX
69,5784638.081,685.1523,635.9423,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,94.0270000007004,24.00800000038,-8.49248561584295,-2.12971674712696,TRUE,8.75545574817738,194.0781148062,Nystrom,22,23,54.0180000001565,2,FIX
70,5784640.075,685.6134,636.1312,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,96.0210000006482,26.0020000003278,-8.47785433013717,-2.12372271140842,TRUE,8.73980618766672,194.063331481514,Nystrom,21,23,56.0120000001043,2,FIX
71,5784642.072,686.0764,636.4503,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,98.0180000001565,27.9989999998361,-8.46316275503031,-2.11359726515226,TRUE,8.72309676762739,194.022266595857,Nystrom,21,23,58.0089999996126,2,FIX
72,5784644.072,686.691,636.1957,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,100.018000000156,29.9989999998361,-8.44366072034202,-2.12167604489785,TRUE,8.70614240635542,194.104947096666,Nystrom,21,23,60.0089999996126,2,FIX
73,5784646.072,686.3915,636.3857,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,102.018000000156,31.9989999998361,-8.45316423382908,-2.1156471047892,TRUE,8.71389397663812,194.051272455425,Nystrom,22,23,62.0089999996126,2,FIX
74,5784648.075,686.0564,637.1542,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,104.021000000648,34.0020000003278,-8.4637973803049,-2.09126162861291,TRUE,8.7183278955408,193.878842850558,Nystrom,22,23,64.0120000001043,2,FIX
75,5784650.074,686.0458,638.1082,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,106.020000000484,36.0010000001639,-8.46413373170044,-2.06099000301475,TRUE,8.71144302745739,193.685025868351,Nystrom,21,23,66.0109999999404,2,FIX
76,5784652.073,685.927,638.6456,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,108.01900000032,38,-8.46790340583153,-2.0439376218864,TRUE,8.71108885803927,193.570184632129,Nystrom,22,23,68.0099999997765,2,FIX
77,5784654.073,686.0587,639.3274,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,110.01900000032,40,-8.46372439839833,-2.02230324627547,TRUE,8.70197340331142,193.438171614166,Nystrom,22,23,70.0099999997765,2,FIX
78,5784656.082,686.4754,639.6492,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,112.028000000864,42.0090000005439,-8.45050198080215,-2.01209212560725,TRUE,8.68674268350754,193.392933071552,Nystrom,22,23,72.0190000003204,2,FIX
79,5784658.083,686.8106,639.1501,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,114.029000000097,44.0099999997765,-8.43986566119995,-2.02792919933476,TRUE,8.68008232775568,193.510890345564,Nystrom,21,23,74.019999999553,2,FIX
80,5784660.081,686.2988,639.1259,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,116.0270000007,46.00800000038,-8.45610572197682,-2.02869709591701,TRUE,8.69605289129679,193.490811097602,Nystrom,22,23,76.0180000001565,2,FIX
81,5784662.081,686.4256,639.1507,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,118.0270000007,48.00800000038,-8.45208219773589,-2.02791016057652,TRUE,8.69195680480831,193.491954276109,Nystrom,22,23,78.0180000001565,2,FIX
82,5784664.081,686.1718,639.8428,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,120.0270000007,50.00800000038,-8.4601355924705,-2.00594895294917,TRUE,8.69469524738067,193.33884764776,Nystrom,22,23,80.0180000001565,2,FIX
83,5784666.083,686.2692,640.1923,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,122.029000000097,52.0099999997765,-8.45704496738322,-1.99485887627564,TRUE,8.68913525712413,193.272394666821,Nystrom,22,23,82.019999999553,2,FIX
84,5784668.083,686.3475,640.3615,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,124.029000000097,54.0099999997765,-8.45456040943318,-1.98948994645257,TRUE,8.68548570684397,193.241686130694,Nystrom,21,23,84.019999999553,2,FIX
85,5784670.082,685.7069,639.7373,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,126.028000000864,56.0090000005439,-8.47488745697844,-2.00929660127266,TRUE,8.70982148154234,193.337886836109,Nystrom,21,23,86.0190000003204,2,FIX
86,5784672.082,685.5117,639.992,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,128.028000000864,58.0090000005439,-8.48108139965848,-2.0012146484007,TRUE,8.71398885566229,193.276784912897,Nystrom,22,23,88.0190000003204,2,FIX
87,5784674.09,685.5818,640.1331,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,130.036000000313,60.0169999999925,-8.47885703807103,-1.99673736708844,TRUE,8.71079656433175,193.251482516157,Nystrom,22,23,90.026999999769,2,FIX
88,5784676.089,685.0763,640.0754,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,132.035000000149,62.0159999998286,-8.49489719188641,-1.99856826100564,TRUE,8.72682951561555,193.239043106514,Nystrom,22,23,92.0259999996051,2,FIX
89,5784678.09,685.0051,640.074,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,134.036000000313,64.0169999999925,-8.49715645786396,-1.99861268477486,TRUE,8.72903892379695,193.235930802573,Nystrom,22,23,94.026999999769,2,FIX
90,5784680.088,684.884,640.7543,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,136.034000000916,66.015000000596,-8.50099911390163,-1.97702590605953,TRUE,8.72786442194119,193.092208726277,Nystrom,21,23,96.0250000003725,2,FIX
91,5784682.083,684.2983,640.2714,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,138.029000000097,68.0099999997765,-8.51958411506813,-1.99234893331462,TRUE,8.74944385465734,193.162375186662,Nystrom,22,23,98.019999999553,2,FIX
92,5784684.082,684.2911,640.4924,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,140.028000000864,70.0090000005439,-8.51981258016698,-1.98533632403035,TRUE,8.74807217166651,193.117311763858,Nystrom,21,23,100.01900000032,2,FIX
93,5784686.083,684.2657,639.9462,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,142.029000000097,72.0099999997765,-8.52061855426572,-2.00266794027952,TRUE,8.75280637431908,193.226606799977,Nystrom,22,23,102.019999999553,2,FIX
94,5784688.081,684.1175,640.3181,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,144.0270000007,74.00800000038,-8.52532112755047,-1.99086708329844,TRUE,8.75469314546316,193.144382152895,Nystrom,22,23,104.018000000156,2,FIX
95,5784690.082,683.6663,639.5675,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,146.028000000864,76.0090000005439,-8.53963827374532,-2.01468456985397,TRUE,8.77407406866523,193.274577697234,Nystrom,22,23,106.01900000032,2,FIX
96,5784692.082,682.5606,640.1452,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,148.028000000864,78.0090000005439,-8.57472353205127,-1.99635341879731,TRUE,8.80405080765993,193.106039012266,Nystrom,21,23,108.01900000032,2,FIX
97,5784694.082,681.9973,639.9212,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,150.028000000864,80.0090000005439,-8.59259775291022,-2.00346122187276,TRUE,8.82307163128951,193.124673848344,Nystrom,21,23,110.01900000032,2,FIX
98,5784696.082,681.4335,640.0856,NA,1,1,NA,TH34,img_Europe_labelled,TRUE,Nystrom_TH34_img_Europe_labelled_9,152.028000000864,82.0090000005439,-8.61048783940104,-1.9982446021156,TRUE,8.83931458442098,193.065411747609,Nystrom,21,23,112.01900000032,2,FIX
